,user,tweet,date_tweet,tweet_id,keyword
39,SMU Track & Field/XC,"A few Shots📷 From Day One In New Mexico!

#PonyUpDallas x #SMU https://t.co/fVinKuJmCr",14/2/2020 3:07,1.22815E+18,"smu,singapore management university"
40,Gamecock Noah 🥵,"@ThatCG1801 @RealShawnShade It exceeds what SMU did in terms of violations, only because they grouped violations. Also they knew they were sending a message to shut down the program before they even announced the allegations, so it didn’t really matter.",14/2/2020 3:07,1.22815E+18,"smu,singapore management university"
41,TK,"@Red_Sauce4Life @GregAbbott_TX For scriptures that you missed at “SMU”, how about Gen 9:6, Ex 21, 22, 35, Lev 20 &amp; 24, Deut 21-24, Rom 13:1-7 or Acts 5:1-11. Go to bed deadbeat!",14/2/2020 2:55,1.22815E+18,"smu,singapore management university"
42,Aaron Bracy,"1/2
Temple has rallied to victory in its last two games, coming back from 13 down to win at Tulane 72-68 on Wednesday and from 19 down to top SMU at home 97-90 in OT last Saturday. 

CONT

#TUmbb #NovaNation",14/2/2020 2:50,1.22815E+18,"smu,singapore management university"
43,Matthew Dixon,Simply holding the massive leads against SMU and Cincinnati would’ve put us in the tourney no questions,14/2/2020 2:49,1.22815E+18,"smu,singapore management university"
44,Sans Cheese,@mgiannotto Should have beaten UGA and SMU too.,14/2/2020 2:46,1.22815E+18,"smu,singapore management university"
45,James Nicholson,@Candace_Walker Hey Candace! Thanks for coming to SMU today! The question I wanted to ask before needing to go to class: How does Naughty Dog incorporate writing and narrative into their dev process? What are the pipeline and hiring like for writers?,14/2/2020 2:43,1.22815E+18,"smu,singapore management university"
46,Sam Blum,"By virtue of Cincy's win over Memphis tonight, SMU retains the No. 4 spot in the AAC standings. They're now up a full game on Memphis and Wichita State.

Finishing in the Top 4 ensures an AAC Tournament bye to the quarterfinals. Everyone else needs 4 wins in 4 days.",14/2/2020 2:42,1.22815E+18,"smu,singapore management university"
47,Albie Shore,"@Struckle23 @Fusci28 Nah Personally idc about what I call “selective cheating”. Didn’t care about the Pats, SMU, USC, Bonds, Clemens, ARod etc. and I’d agree their phonies for that trash apology today. They don’t care so why apologize? I also don’t care so I’m not apologizing for them",14/2/2020 2:38,1.22815E+18,"smu,singapore management university"
48,GTRI,"@abc15 first off it's not ""your debt"" - it's ""UNITED STATES"" debt. The ""Banks"" do not ""loan us money"" the Promissory note is a 'negotiable instrument' we authorize the signature for the asset. ""They"" don't show the people what to do and it allows ""them"" to claim( in short)
#SMU",14/2/2020 2:38,1.22815E+18,"smu,singapore management university"
49,Hartford Courant,"The result was wrong but a lot of things are still going right for the UConn men, and more takeaways from the loss at SMU https://t.co/uBfsfeYDU9",14/2/2020 2:36,1.22815E+18,"smu,singapore management university"
50,Saint Martin's Women's Basketball,"At the end of the first quarter, the Saints are up by 1 point. DeDonatis and Dingus lead the Saints with 3 points each!

SMU 14
CU 13

#SaintsStrong",14/2/2020 2:34,1.22815E+18,"smu,singapore management university"
51,t ⁷,@BTS_twt I LOEB U GUYS SMU,14/2/2020 2:32,1.22815E+18,"smu,singapore management university"
52,SAV✌🏼,Update: this girl just told me she has a gift for me. We’ve known each other two week. Run or stay(because she’s abasolutely an SMU trust fund chick)?,14/2/2020 2:30,1.22814E+18,"smu,singapore management university"
53,Buffalo Bills,Buffalo takes WR and Speedster Julian Booth from SMU in round three. #Panchopower @XCFLNetwork https://t.co/EBoQnI8yso,14/2/2020 2:30,1.22814E+18,"smu,singapore management university"
54,𝐘𝐘.,@xiaodejyun EVIL,14/2/2020 2:21,1.22814E+18,"smu,singapore management university"
55,Ducks,"Sorry But the #Astros deserve worst then what was done to SMU Football. Just way too many people involved. Like the one player said, ""They didnt put a gun to our head""",14/2/2020 2:21,1.22814E+18,"smu,singapore management university"
56,Andy Brunner,@Rockstopher Hoosiers beat SMU in the NCAA tourney when I’m watching the game with my buddy Rocks in Dallas,14/2/2020 2:19,1.22814E+18,"smu,singapore management university"
57,𝘚𝘦𝘶𝘭𝘨𝘪💐 (sleeping),@JiiSunhg @_PinkyBby_ @aesthetelex @OurSinsLiveOn @TanKingHyuck @chenlx_ @nanabanana0211 @tumataIon @ncity_dmv_rjh @izayoisgf @bIuefeeIings @xiihyeongjun @upa_yeojin @smu_jisung @PW4RK @eIiastales @huni3byun happy Valentine's day Jiro I lesbian you too💖💕,14/2/2020 2:16,1.22814E+18,"smu,singapore management university"
58,Wade,@AQKnightro @j_charles407 You're banking on the current AAC staying the same for 5+ years. Remember when Memphis and SMU were horrible?  That happens and there go our good wins,14/2/2020 2:16,1.22814E+18,"smu,singapore management university"
59,taeyong.,"goodmorning and happy valentines day, bro! more days with you as i love you. you're only mine. @smu_doyoung https://t.co/W63ihPA8Xu",14/2/2020 2:15,1.22814E+18,"smu,singapore management university"
60,𝐘𝐘.,@xiaodejyun YOU CANNOT STOP ME,14/2/2020 2:13,1.22814E+18,"smu,singapore management university"
61,Blake Kimzey,@mag_gabbert @DallasWriters @alextemblador Was the first thing I found at SMU.,14/2/2020 2:13,1.22814E+18,"smu,singapore management university"
62,𝐘𝐘.,@xiaodejyun YOU LOVE MY ACCENT WBK,14/2/2020 2:12,1.22814E+18,"smu,singapore management university"
63,Fro. at SMU 🤩,What song from the early 2000’s is a must play for next week’s Kickblack??Make your requests now!! https://t.co/uUuyiDCtji,14/2/2020 2:09,1.22814E+18,"smu,singapore management university"
64,T.W.,@Kerry1Lane @SMU_Football @TreyHaverty @plunkdavid @Tolleson20 @DentonRyanFball @TreyHaverty Big play Trey!,14/2/2020 2:08,1.22814E+18,"smu,singapore management university"
65,Angelia 🤙🐓🤙,"@southcarolinafb @RealShawnShade Someone pointed out that we have 5 major infractions over the past 15 yrs alone (overall, not just basketball if I understood correctly) and that exceeds what SMU had. Oopsies.",14/2/2020 1:58,1.22814E+18,"smu,singapore management university"
66,Coach Lane,Thanks to @SMU_Football @TreyHaverty &amp; @plunkdavid @Tolleson20 @DentonRyanFball for spending time with the Pirate coaches the past two days. #ballcoaches #thsca 🏴‍☠️🏴‍☠️🏴‍☠️,14/2/2020 1:54,1.22814E+18,"smu,singapore management university"
67,Boys’ Life/Nuns’ Life,@JCapGLJ This is entirely on @MLB.  Of course the Astros messed up.  They should be given an SMU type treatment.  Took them decades to recover.,14/2/2020 1:51,1.22813E+18,"smu,singapore management university"
68,SEIH_SMU,EDHE intervarsity competition information tables https://t.co/w6G2TPxN5j,14/2/2020 1:45,1.22813E+18,"smu,singapore management university"
69,SEIH_SMU,For more information on how to apply please visit one of ours tables today! https://t.co/dJSt1zLzuT,14/2/2020 1:44,1.22813E+18,"smu,singapore management university"
70,SEIH_SMU,"Show case your business creativity in this year's EDHE intervarsity competition. There are 4 categories 
Category 1: Business Idea
Category 2: Existing Business in Technology
Category 3: Existing Business in Social impact
Category 4: Existing Business in General",14/2/2020 1:42,1.22813E+18,"smu,singapore management university"
71,SMU Equestrian,"SMU is hosting this week's @NCEA_Equestrian Meet of the Week on Saturday 🆚 Texas A&amp;M at 10 a.m.

Preview: https://t.co/JtsBL1tdeR

#PonyUp | #WhateverItTakes https://t.co/Z0oasKq8ws",14/2/2020 1:41,1.22813E+18,"smu,singapore management university"
72,SEIH_SMU,"EDHE entrepreneur intervarsity competition
Category 4 https://t.co/LeAlqvQ1Ax",14/2/2020 1:40,1.22813E+18,"smu,singapore management university"
73,Wade,"@Goldrush97 Its not believed. Memphis, Cinci, SMU, top AAC teams aren't doing ""home and home only"".",14/2/2020 1:40,1.22813E+18,"smu,singapore management university"
74,SEIH_SMU,"EDHE entrepreneur intervarsity competition
Category 3 https://t.co/Dc0VlFaX8T",14/2/2020 1:40,1.22813E+18,"smu,singapore management university"
75,SEIH_SMU,"EDHE entrepreneur intervarsity competition
Category 2 https://t.co/eLvVKEoaER",14/2/2020 1:40,1.22813E+18,"smu,singapore management university"
76,SEIH_SMU,"Intervarsity Entrepreneur competition
Category 1 https://t.co/7ohAb1h8kE",14/2/2020 1:39,1.22813E+18,"smu,singapore management university"
77,Tanya,@regdns Do you work with him at SMU?? It would never survive making it home...but I’m sure he’d tell me how good it was 😂 😂,14/2/2020 1:32,1.22813E+18,"smu,singapore management university"
78,Dee Cee,"https://t.co/9UzkEexMpu

Read and learn",14/2/2020 1:31,1.22813E+18,"smu,singapore management university"
79,Elz,"I feel like the @astros are a lot like SMU Football. They are the only team that got caught and got the penalties, but EVERYONE else was doing it. Don’t think for a minute your team didn’t participate.",14/2/2020 1:28,1.22813E+18,"smu,singapore management university"
80,Chase Steele,@beingfrancake 1) She's basically like the typical woman I imagine at SMU. Guarantee she was in some horrible sorority. 2) She's more Texan than Dubya.,14/2/2020 1:25,1.22813E+18,"smu,singapore management university"
81,𝖽𝗈𝗂𝖾,@smu_jaehyun I love you too so much,14/2/2020 1:23,1.22813E+18,"smu,singapore management university"
82,szn of poøurs,@RuiterWrongFAN Fitting that they share a state with SMU.,14/2/2020 1:20,1.22813E+18,"smu,singapore management university"
83,Dept. of Social Justice & Community Studies,"Such a beautiful, generative event led by SMU's African Nova Scotian Student Association (ANSSA) this eve and hosted by @DepartmentofSo2 faculty, Rachel Zellars. 13th on the 13th! @SMArts_SMU https://t.co/Dsyx8cTKDP",14/2/2020 1:20,1.22813E+18,"smu,singapore management university"
84,b.oneal,"#NCAABasketball
#UCONN vs #SMU
#picrecap📸 
B.ONeal | @d210sports 
ethanchargois with the fade-away.  #Dirkish #PonyUp https://t.co/0H2gIWBLfd",14/2/2020 1:19,1.22813E+18,"smu,singapore management university"
85,Heinz E Roy,"Because I fouled up my back, Robin and I will not be at the @UHCougarMBK versus SMU game on Saturday. We will not be able to go to the @houstonalumni reception prior to the game. If our tickets are transferable, I’ll give them to anyone that can use them. I’m going to check.",14/2/2020 1:19,1.22813E+18,"smu,singapore management university"
86,Sean Lofgren,"Hurry, just a few tickets left. https://t.co/xEzrMHoTMj Sat. morn. Feb 15 #kelloggsymposium #KelloggDFW @ SMU Cox Executive Education https://t.co/iGBxE1USVM",14/2/2020 1:13,1.22813E+18,"smu,singapore management university"
87,Sean Lofgren,Under 20 tickets until #soldout #KelloggDFW #kelloggsymposium https://t.co/xEzrMHoTMj This Sat.2/15 #smucox @ SMU Cox Executive Education https://t.co/FYwh62AuJv,14/2/2020 1:06,1.22812E+18,"smu,singapore management university"
88,SMU Track & Field/XC,"First three for SMU all run Personal Records with sub 25-second times in the 200m!

Whitney Williams 24.33
Jordanae Scott 24.49
Annette Bolomboy 24.93

💻💲 https://t.co/MmrATTO2cH
📈 https://t.co/cxzcKU12N5",14/2/2020 1:01,1.22812E+18,"smu,singapore management university"
89,Jaehyun,@doieedonut I love you so much baby,14/2/2020 0:59,1.22812E+18,"smu,singapore management university"
90,Bex_R,"Epic-length article on its way on #NFLDraft prospects from the AAC West Division for @TheTouchdownNFL. So much talent. On board with the hype on Houston OT Josh Jones. Tulane WR Darnell Mooney, SMU Edge Delontae Scott &amp; Navy's Malcolm Perry were positive surprises #NFLDraft2020",14/2/2020 0:58,1.22812E+18,"smu,singapore management university"
91,MrMustang1965,@kevinmileslpc @SMU_Football Was that at an @SMUBasketball game? A student in #TheMob was wearing one a few weeks ago. 🤔,14/2/2020 0:54,1.22812E+18,"smu,singapore management university"
92,Kevin Miles,@MrMustang65 @SMU_Football I saw someone wearing the Triple D Jersey with Shane Beuchele’s number 7. @#PonyUpDallas,14/2/2020 0:51,1.22812E+18,"smu,singapore management university"
93,Bonni M. Crisfulli,"@halbrierley What you should be teaching them is how to engage in fair and impartial hiring practices in Dallas, not solely hiring their fellow MBA cronies from SMU over others more qualified than them......",14/2/2020 0:50,1.22812E+18,"smu,singapore management university"
94,David Hamilton,@TX_Soldier254 Hope Hicks went to SMU. I lived next to SMU for 15 years until this past summer when we moved to the suburbs.,14/2/2020 0:48,1.22812E+18,"smu,singapore management university"
95,Chase Steele,@beingfrancake She went to SMU...,14/2/2020 0:44,1.22812E+18,"smu,singapore management university"
96,MrMustang1965,Have those @SMU_Football “DALLAS” jerseys gone on sale yet ANYWHERE? 🤔 (asking for a friend),14/2/2020 0:43,1.22812E+18,"smu,singapore management university"
97,courtney stedman,@SuttonCourtland Let’s go!! Making SMU proud!!,14/2/2020 0:42,1.22812E+18,"smu,singapore management university"
98,Bryan Logan,@RodneyClemons_8 Proud of you man and everything you have accomplished from your time at Katy Taylor to SMU!!!! Good luck man go out there and do big things!,14/2/2020 0:37,1.22812E+18,"smu,singapore management university"
99,SMU Basketball,"SMU takes on No. 20 Houston on Saturday in Moody at 5 p.m. CT 👍

Preview: https://t.co/KiIKTEUJrO

#PonyUp x #MoodyMagic https://t.co/2CjYqpoEb3",14/2/2020 0:36,1.22812E+18,"smu,singapore management university"
100,Myles Ethan Lascity,"So I mean, not to brag, but @SMU_Look is being distributed at @NorthParkCenter and I couldn’t be prouder of the @smumeadows Fashion Media students! https://t.co/WWpVWe0YoJ",14/2/2020 0:36,1.22812E+18,"smu,singapore management university"
101,Grand Theft indo.,I got rid of la fitness for fitness connect and the nearest one is in the ghetto. It just needs to warm up so i can go to smu,14/2/2020 0:31,1.22811E+18,"smu,singapore management university"
102,SMU Professional & Online,The priority 1 deadline to submit your application is right around the corner! Don’t miss the chance to submit your application for free: https://t.co/zDxuUmTZeD https://t.co/xPh4ovUqE7,14/2/2020 0:30,1.22811E+18,"smu,singapore management university"
103,BCV,@GaryParrishCBS @salukiblue Lol conveniently forgetting that Jeffries and Quinones were available for SMU and Tulsa.,14/2/2020 0:25,1.22811E+18,"smu,singapore management university"
104,山淵,HUH WHY ARE THE GUYS IN SMU DECENT LOOKING,14/2/2020 0:23,1.22811E+18,"smu,singapore management university"
105,MrMustang1965,"Gonna miss seeing such stellar plays by @RodneyClemons_8 in the @SMU_Football defensive backfield! But I know that great things are ahead of him, too! Thanks for being a Mustang!🐴🆙 https://t.co/DYzSivRG9b",14/2/2020 0:20,1.22811E+18,"smu,singapore management university"
106,Jaehyun,@Muse__Wendy Thank you noona!,14/2/2020 0:16,1.22811E+18,"smu,singapore management university"
107,Jaehyun,@smu_krystal Thank you noona!,14/2/2020 0:15,1.22811E+18,"smu,singapore management university"
108,Boozy the Bluebird 🍸☘️,@RuiterWrongFAN The SMU “Death Penalty” model seems apropos for their treachery.,14/2/2020 0:10,1.22811E+18,"smu,singapore management university"
109,Dane Belbeck,"@AFootballMike @chicco_n Coach Hurley made the trip up to Canada after LOSING to SMU in Texas the night before to drop to 4-7 in conference play this season. What a guy! 

*Fixed it for ya",14/2/2020 0:10,1.22811E+18,"smu,singapore management university"
110,Chicco Nacion,Coach Hurley made the trip up to Canada after playing SMU in Texas the night before. What a guy! https://t.co/nlvjQaFoOC,14/2/2020 0:07,1.22811E+18,"smu,singapore management university"
111,krys,"happy heart's day, everyone",14/2/2020 0:04,1.22811E+18,"smu,singapore management university"
112,krys,me this valentine's day https://t.co/bvJqwws8Aq,14/2/2020 0:02,1.22811E+18,"smu,singapore management university"
113,Pro Football Talk Line,"Xavier Jones SMU RB | 2020 NFL Draft Profile

Upside: Jones has speed to burn. He runs a very direct line, not a lot of sideways movement. When he does get sideways ... via @SpinksyNFL

#NFLDraft2020 #NFLDraft #NFL100 #NFLDraftInsider #SportsTalkLine https://t.co/L3mT7fcKS1 https://t.co/FjtYdYLeAN",13/2/2020 23:57,1.22811E+18,"smu,singapore management university"
114,Chris Roos,This is really cool. https://t.co/6UgLsZ8SMU,13/2/2020 23:52,1.2281E+18,"smu,singapore management university"
115,Luke Horne,Throwback Thursday to when I ran a 4.56 40 at SMU this summer #PonyUp https://t.co/McuEg2lFdn,13/2/2020 23:48,1.2281E+18,"smu,singapore management university"
116,Orange Room,"!Aoune32: ""The only way for our country to stand on its feet is to reform the state and fight corruption. We already know what institutions are costing the state a penny, we know that we have too many employees in the state and we know where the smu [...]"" https://t.co/pMl02QUHiU",13/2/2020 23:47,1.2281E+18,"smu,singapore management university"
117,Mike LEWIS,"@LoveSportsFacts @jason_ozment @AlexandraInTX @BenReiter No other team did it.  No other team had allegations league-wide.  Only your cheating UH/SMU/TT/Astros. Texas drinking water, eh?",13/2/2020 23:46,1.2281E+18,"smu,singapore management university"
118,anna greco,The event is still going on in Embrey 115 on SMU campus. Free Chick-fil-A!! https://t.co/BKNjrBnmu2,13/2/2020 23:45,1.2281E+18,"smu,singapore management university"
119,wends,Happy birthday to our SMU's @smu_jaehyun 🎉 enjoy your day!,13/2/2020 23:42,1.2281E+18,"smu,singapore management university"
120,M Ruck ,Are you fan of running and fan of ⁦@dunkindonuts⁩? Kinvara 10 X Dunkin’ on sale for $79 https://t.co/kZKrTyBK4N,13/2/2020 23:38,1.2281E+18,"smu,singapore management university"
121,GoransonBain Ausley,Ryan Bauerle and Ally Murphy at SMU’s Fast Food with the Firms https://t.co/po2Q4VR60K,13/2/2020 23:34,1.2281E+18,"smu,singapore management university"
122,JR,@ABCWorldNews @ABC @PierreTABC Gaslighting like a mf,13/2/2020 23:27,1.2281E+18,"smu,singapore management university"
123,Zeus,@rumbunter @astros Time to SMU them and start over with new ownership and players.,13/2/2020 23:21,1.2281E+18,"smu,singapore management university"
124,Candace Walker,Thank you to everyone who attended  our @Naughty_Dog Information Session at SMU. What a great way to kick off the #FollowthePaw tour for 2020. #SMU #Gamedev #TLOU2 https://t.co/xPQFQ2xcoZ,13/2/2020 23:15,1.2281E+18,"smu,singapore management university"
125,RosterWatch,Alex Dunlap and the Trashman talk over an early 2020 #fantasyfootball experts mock draft that Alex took part in for SiriusXM and also break down 2020 WR prospects KJ Hill (Ohio State) and James Proche (SMU).  https://t.co/D3AlHoqW9U,13/2/2020 23:13,1.22809E+18,"smu,singapore management university"
126,High Button Sports,Been awhile but we’re back! 🏀     The @hfxhurricanes get their first look at the @WindsorExpress this season at the @ScotiabankCtr for SMU Night #HBsports 🇨🇦 https://t.co/PEAnFmvH02,13/2/2020 23:13,1.22809E+18,"smu,singapore management university"
127,Wade,"@WadeJiaHe Its a ""we're looking at it"" thing right now. No timeline. But if your schedule is FAMU, Toledo, UAB, Tulane , SMU, Cinci and ECU, it doesn't matter",13/2/2020 23:11,1.22809E+18,"smu,singapore management university"
128,The HillTopics (SMU Rivals),Tweet of the day! #SMU #PonyUpDallas https://t.co/N17n3dzBVf,13/2/2020 23:09,1.22809E+18,"smu,singapore management university"
129,SportsBettingWeekly,This wasn't even just one case of it but a systematic plan with adjustments along the way and the @astros are lucky the @NCAA isn't involved otherwise they'd get it worse than  @SMU https://t.co/SfL3G9ctfz,13/2/2020 23:09,1.22809E+18,"smu,singapore management university"
